,propeller,parent_f_name,parent_t_name,detected_topology,blades_similarity,topology_ration,Superkingdom,Phylum,Class,Order,Genus,Species,Classification,Termini_distance,Protein_coverage
932,BAZ84959.1_#1,ANAPC4_WD40,7-bladed,7,82.86,1.0,Bacteria,Cyanobacteria,na,Nostocales,Dolichospermum,Dolichospermum compactum NIES-806,Complete,3,92.88025889967638
933,WP_096670177.1_#1,ANAPC4_WD40,7-bladed,7,78.57,1.0,Bacteria,Cyanobacteria,na,Nostocales,Dolichospermum,Dolichospermum compactum NIES-806,Complete,5,52.04262877442274
934,WP_096671698.1_#1,ANAPC4_WD40,7-bladed,7,85.0,1.0,Bacteria,Cyanobacteria,na,Nostocales,Dolichospermum,Dolichospermum compactum,Complete,5,52.612612612612615
935,WP_148762334.1_#1,ANAPC4_WD40,7-bladed,7,73.81,1.0,Bacteria,Cyanobacteria,na,Nostocales,Dolichospermum,Dolichospermum sp. UHCC 0315A,Complete,367,27.66990291262136
936,WP_102170563.1_#1,ANAPC4_WD40,7-bladed,7,75.61,1.0,Bacteria,Cyanobacteria,na,Nostocales,Fischerella,Fischerella thermalis WC246,Complete,46,28.235294117647058
937,WP_026734548.1_#1,ANAPC4_WD40,7-bladed,7,63.41,1.0,Bacteria,Cyanobacteria,na,Nostocales,Fischerella,Fischerella sp. PCC 9605,Complete,4,43.15169366715759
938,WP_026734545.1_#1,ANAPC4_WD40,7-bladed,7,61.9,1.0,Bacteria,Cyanobacteria,na,Nostocales,Fischerella,Fischerella sp. PCC 9605,Complete,2,41.973490427098675
939,WP_015129365.1_#1,ANAPC4_WD40,7-bladed,7,64.71,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. PCC 7507,Complete,3,44.175491679273826
940,WP_015126404.1_#1,ANAPC4_WD40,7-bladed,4,74.64,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. PCC 7507,Complete,3,28.904847396768403
941,WP_096661437.1_#1,ANAPC4_WD40,7-bladed,5,80.95,0.7142857142857143,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix parasitica NIES-267,Complete,15,36.62477558348294
942,RUT04082.1_#1,ANAPC4_WD40,7-bladed,6,90.45,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix desertica PCC 7102,Complete,13,80.91603053435115
943,RUT04091.1_#1,ANAPC4_WD40,7-bladed,7,90.48,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix desertica PCC 7102,Complete,1,89.25081433224756
944,TWH43511.1_#1,ANAPC4_WD40,7-bladed,6,90.69,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix desertica PCC 7102,Complete,2,87.54716981132076
945,WP_145837674.1_#1,ANAPC4_WD40,7-bladed,4,85.0,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix desertica PCC 7102,Complete,222,16.772151898734176
946,WP_088241712.1_#1,ANAPC4_WD40,7-bladed,7,77.14,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix rhizosoleniae,Complete,5,52.96296296296296
947,WP_096684994.1_#1,ANAPC4_WD40,7-bladed,6,73.81,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-4105,Complete,2,93.89830508474576
948,BAZ08779.1_#1,ANAPC4_WD40,7-bladed,4,97.14,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-4071,Complete,2,40.72164948453608
949,BAZ08782.1_#1,ANAPC4_WD40,7-bladed,4,85.37,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-4071,Complete,0,23.4185733512786
950,WP_096590597.1_#1,ANAPC4_WD40,7-bladed,6,75.38,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2098,Complete,449,20.08695652173913
951,WP_096587637.1_#1,ANAPC4_WD40,7-bladed,6,61.44,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2098,Complete,370,19.87281399046105
952,WP_035153783.1_#1,ANAPC4_WD40,7-bladed,7,76.74,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. 336/3,Complete,2,53.016453382084094
953,WP_035151637.1_#1,ANAPC4_WD40,7-bladed,8,62.16,1.1428571428571428,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. 336/3,Complete,270,27.763496143958868
954,WP_035155428.1_#1,ANAPC4_WD40,7-bladed,7,68.29,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. 336/3,Complete,3,41.168091168091166
955,WP_015196789.1_#1,ANAPC4_WD40,7-bladed,7,75.0,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. PCC 6303,Complete,3,43.28358208955224
956,WP_015198903.1_#2,ANAPC4_WD40,7-bladed,3,84.21,0.42857142857142855,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. PCC 6303,Complete,9,11.396011396011396
957,WP_095721428.1_#1,ANAPC4_WD40,7-bladed,6,76.32,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix elsteri CCALA 953,Complete,3,39.2
958,WP_096607671.1_#1,ANAPC4_WD40,7-bladed,7,83.33,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2100,Complete,4,54.7970479704797
959,WP_096607672.1_#1,ANAPC4_WD40,7-bladed,7,73.81,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2100,Complete,4,53.09090909090909
960,BAY22869.1_#1,ANAPC4_WD40,7-bladed,2,82.61,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2100,Complete,14,5.585106382978723
961,WP_096604309.1_#1,ANAPC4_WD40,7-bladed,7,80.95,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix sp. NIES-2100,Complete,2,49.00662251655629
962,WP_096646368.1_#1,ANAPC4_WD40,7-bladed,7,78.38,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix brevissima NIES-22,Complete,3,42.020497803806734
963,WP_096644088.1_#1,ANAPC4_WD40,7-bladed,7,70.73,1.0,Bacteria,Cyanobacteria,na,Nostocales,Calothrix,Calothrix brevissima NIES-22,Complete,3,45.283018867924525
964,WP_027404612.1_#1,ANAPC4_WD40,7-bladed,7,75.61,1.0,Bacteria,Cyanobacteria,na,Nostocales,Aphanizomenon,Aphanizomenon flos-aquae,Complete,3,38.89636608344549
965,BAZ29595.1_#1,ANAPC4_WD40,7-bladed,7,89.19,1.0,Bacteria,Cyanobacteria,na,Nostocales,Cylindrospermum,Cylindrospermum sp. NIES-4074,Complete,3,43.625192012288785
966,WP_015211301.1_#1,ANAPC4_WD40,7-bladed,7,72.62,1.0,Bacteria,Cyanobacteria,na,Nostocales,Cylindrospermum,Cylindrospermum stagnale PCC 7417,Complete,87,39.46666666666667
967,AFZ23345.1_#1,ANAPC4_WD40,7-bladed,6,80.95,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Cylindrospermum,Cylindrospermum stagnale PCC 7417,Complete,2,97.63779527559055
968,WP_107805932.1_#1,ANAPC4_WD40,7-bladed,7,80.95,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena,Complete,3,55.922330097087375
969,WP_107805933.1_#1,ANAPC4_WD40,7-bladed,7,88.1,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena,Complete,3,55.81395348837209
970,WP_006196234.1_#1,ANAPC4_WD40,7-bladed,7,69.05,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena CCY9414,Complete,88,27.17291857273559
971,AHJ27833.1_#1,ANAPC4_WD40,7-bladed,7,84.21,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena CCY9414,Complete,2,57.45967741935484
972,WP_063872194.1_#1,ANAPC4_WD40,7-bladed,5,61.54,0.7142857142857143,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena CENA596,Complete,49,48.29157175398633
973,WP_063871127.1_#1,ANAPC4_WD40,7-bladed,7,72.97,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nodularia,Nodularia spumigena CENA596,Complete,3,56.395348837209305
974,BAY94350.1_#1,ANAPC4_WD40,7-bladed,4,88.57,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Fremyella,Fremyella diplosiphon NIES-3275,Complete,19,17.720090293453726
975,BAY95796.1_#1,ANAPC4_WD40,7-bladed,3,80.65,0.42857142857142855,Bacteria,Cyanobacteria,na,Nostocales,Fremyella,Fremyella diplosiphon NIES-3275,Complete,4,60.94420600858369
976,WP_127053334.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Bacteria,Cyanobacteria,na,Nostocales,Trichormus,Trichormus variabilis SAG 1403-4b,Complete,122,37.43455497382199
977,WP_135106099.1_#1,ANAPC4_WD40,7-bladed,4,87.73,0.5714285714285714,Bacteria,Cyanobacteria,na,Nostocales,Mastigocladus,Mastigocladus laminosus UU774,Complete,4,40.85510688836104
978,WP_026082280.1_#1,ANAPC4_WD40,7-bladed,6,82.14,0.8571428571428571,Bacteria,Cyanobacteria,na,Nostocales,Mastigocladopsis,Mastigocladopsis repens,Complete,2,87.5
979,WP_026082838.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocladopsis,Mastigocladopsis repens,Complete,4,43.15169366715759
980,WP_017319461.1_#1,ANAPC4_WD40,7-bladed,7,79.31,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocladopsis,Mastigocladopsis repens,Complete,24,30.690826727066817
981,WP_017319012.1_#1,ANAPC4_WD40,7-bladed,7,61.9,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocladopsis,Mastigocladopsis repens,Complete,4,41.3391557496361
982,WP_087543030.1_#1,ANAPC4_WD40,7-bladed,7,61.9,1.0,Bacteria,Cyanobacteria,na,Nostocales,Nostocales,Nostocales cyanobacterium HT-58-2,Complete,4,43.21533923303835
983,WP_096567329.1_#1,ANAPC4_WD40,7-bladed,7,85.37,1.0,Bacteria,Cyanobacteria,na,Nostocales,Sphaerospermopsis,Sphaerospermopsis kisseleviana NIES-73,Complete,3,45.08580343213728
984,WP_137668106.1_#1,ANAPC4_WD40,7-bladed,7,72.5,1.0,Bacteria,Cyanobacteria,na,Nostocales,Sphaerospermopsis,Sphaerospermopsis reniformis,Complete,3,46.12954186413902
985,WP_096578707.1_#1,ANAPC4_WD40,7-bladed,7,61.9,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaenopsis,Anabaenopsis circularis NIES-21,Complete,4,44.92979719188767
986,KST66905.1_#1,ANAPC4_WD40,7-bladed,2,86.49,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum BC008,Complete,17,57.66423357664234
987,WP_058183480.1_#1,ANAPC4_WD40,7-bladed,7,64.1,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum BC008,Complete,2,94.13680781758957
988,WP_058183500.1_#1,ANAPC4_WD40,7-bladed,7,64.29,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum BC008,Complete,6,75.5050505050505
989,WP_058183381.1_#1,ANAPC4_WD40,7-bladed,7,77.5,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum BC008,Complete,268,26.33969118982743
990,WP_082650624.1_#1,ANAPC4_WD40,7-bladed,7,75.61,1.0,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum,Complete,11,73.09644670050761
991,WP_063800728.1_#1,ANAPC4_WD40,7-bladed,2,86.49,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Mastigocoleus,Mastigocoleus testarum,Complete,41,24.382716049382715
992,OBQ23785.1_#1,ANAPC4_WD40,7-bladed,7,83.33,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena sp. WA113,Complete,3,32.34323432343234
993,WP_015078789.1_#1,ANAPC4_WD40,7-bladed,2,84.72,0.2857142857142857,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena sp. 90,Complete,5,22.38372093023256
994,WP_015083565.1_#1,ANAPC4_WD40,7-bladed,7,72.5,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena sp. 90,Complete,3,44.0
995,WP_081424287.1_#1,ANAPC4_WD40,7-bladed,7,82.05,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena sp. WA102,Complete,3,54.14364640883978
996,WP_011321513.1_#1,ANAPC4_WD40,7-bladed,7,61.9,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena sp. YBS01,Complete,2,42.603550295857985
997,AFZ59094.1_#1,ANAPC4_WD40,7-bladed,7,64.71,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena cylindrica PCC 7122,Complete,276,31.59041394335512
998,WP_015216096.1_#1,ANAPC4_WD40,7-bladed,7,87.8,1.0,Bacteria,Cyanobacteria,na,Nostocales,Anabaena,Anabaena cylindrica PCC 7122,Complete,36,18.862876254180602
999,RMH75949.1_#1,ANAPC4_WD40,7-bladed,7,74.29,1.0,Bacteria,Cyanobacteria,na,na,Cyanobacteria,Cyanobacteria bacterium J007,Complete,4,82.00589970501476
1000,PSO83790.1_#1,ANAPC4_WD40,7-bladed,4,82.29,0.5714285714285714,Bacteria,Cyanobacteria,na,na,Cyanobacteria,Cyanobacteria bacterium QS_3_48_167,Complete,1,94.23076923076923
1001,RMF66887.1_#1,ANAPC4_WD40,7-bladed,7,72.97,1.0,Bacteria,Cyanobacteria,na,na,Cyanobacteria,Cyanobacteria bacterium J069,Complete,18,60.256410256410255
1002,PSO94919.1_#1,ANAPC4_WD40,7-bladed,4,76.25,0.5714285714285714,Bacteria,Cyanobacteria,na,na,Cyanobacteria,Cyanobacteria bacterium QS_9_48_30,Complete,4,52.40963855421687
1003,WP_096575170.1_#1,ANAPC4_WD40,7-bladed,7,79.41,1.0,Bacteria,Cyanobacteria,na,na,Aulosira,Aulosira laxa NIES-50,Complete,3,41.15942028985507
1004,WP_106149368.1_#1,ANAPC4_WD40,7-bladed,6,76.98,0.8571428571428571,Bacteria,Cyanobacteria,na,na,filamentous,filamentous cyanobacterium Phorm 46,Complete,12,60.0
1005,WP_085436665.1_#1,ANAPC4_WD40,7-bladed,7,67.3,1.0,Bacteria,Cyanobacteria,na,na,unicellular,unicellular cyanobacterium SU2,Complete,39,70.8641975308642
1006,WP_087590645.1_#1,ANAPC4_WD40,7-bladed,4,75.48,0.5714285714285714,Bacteria,Cyanobacteria,na,na,unicellular,unicellular cyanobacterium SU3,Complete,4,78.97435897435898
1007,BBC22282.1_#1,ANAPC4_WD40,7-bladed,6,83.33,0.8571428571428571,Bacteria,Cyanobacteria,na,Synechococcales,Pseudanabaena,Pseudanabaena sp. ABRG5-3,Complete,0,32.349468713105075
1008,WP_126389909.1_#1,ANAPC4_WD40,7-bladed,7,83.33,1.0,Bacteria,Cyanobacteria,na,Synechococcales,Pseudanabaena,Pseudanabaena sp. ABRG5-3,Complete,0,81.92419825072886
1009,WP_094536266.1_#1,ANAPC4_WD40,7-bladed,7,70.73,1.0,Bacteria,Cyanobacteria,na,Synechococcales,Pseudanabaena,Pseudanabaena sp. SR411,Complete,49,20.22955523672884
1010,WP_006513395.1_#1,ANAPC4_WD40,7-bladed,6,60.87,0.8571428571428571,Bacteria,Cyanobacteria,na,Synechococcales,Leptolyngbya,Leptolyngbya sp. PCC 7375,Complete,320,20.36888532477947
1011,PSB26206.1_#1,ANAPC4_WD40,7-bladed,2,79.41,0.2857142857142857,Bacteria,Cyanobacteria,na,Synechococcales,Leptolyngbya,Leptolyngbya frigida ULC18,Complete,5,23.37962962962963
1012,WP_012167214.1_#1,ANAPC4_WD40,7-bladed,7,62.86,1.0,Bacteria,Cyanobacteria,na,Synechococcales,Acaryochloris,Acaryochloris marina MBIC11017,Complete,2,95.95959595959596
1013,WP_012164989.1_#2,ANAPC4_WD40,7-bladed,7,82.93,1.0,Bacteria,Cyanobacteria,na,Synechococcales,Acaryochloris,Acaryochloris marina MBIC11017,Complete,1,17.339962709757614
1014,WP_106289154.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Bacteria,Cyanobacteria,na,Synechococcales,Merismopedia,Merismopedia glauca CCAP 1448/3,Complete,24,46.74457429048414
1015,WP_106290343.1_#1,ANAPC4_WD40,7-bladed,6,83.33,0.8571428571428571,Bacteria,Cyanobacteria,na,Synechococcales,Merismopedia,Merismopedia glauca CCAP 1448/3,Complete,36,71.62921348314607
1016,WP_017306647.1_#1,ANAPC4_WD40,7-bladed,7,82.93,1.0,Bacteria,Cyanobacteria,na,Spirulinales,Spirulina,Spirulina subsalsa,Complete,38,32.90993071593533
1017,WP_151418911.1_#1,ANAPC4_WD40,7-bladed,7,68.29,1.0,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobium,Chlorobium phaeovibrioides,Complete,10,35.785536159600994
1018,RMH74544.1_#1,ANAPC4_WD40,7-bladed,5,79.83,0.7142857142857143,Bacteria,Calditrichaeota,na,na,Calditrichaeota,Calditrichaeota bacterium,Complete,53,22.643343051506317
1019,RPH88824.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Bacteria,Calditrichaeota,na,na,Calditrichaeota,Calditrichaeota bacterium,Complete,30,73.40153452685422
1020,CUT07094.1_#1,ANAPC4_WD40,7-bladed,8,78.93,1.1428571428571428,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kryptonium thompsoni,Complete,28,58.30324909747292
1021,TAE28788.1_#1,ANAPC4_WD40,7-bladed,2,61.29,0.2857142857142857,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Kapabacteria bacterium,Complete,15,9.214092140921409
1022,RJP26021.1_#1,ANAPC4_WD40,7-bladed,7,67.65,1.0,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Abyssubacteria bacterium SURF_5,Incomplete,451,22.65886287625418
1023,KKR66874.1_#1,ANAPC4_WD40,7-bladed,7,73.81,1.0,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58,Complete,7,92.92929292929293
1024,WP_049753235.1_#1,ANAPC4_WD40,7-bladed,7,63.41,1.0,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotoga,Kosmotoga olearia,Complete,108,52.149532710280376
1025,BAL58748.1_#1,ANAPC4_WD40,7-bladed,6,63.87,0.8571428571428571,Bacteria,candidate phyla,na,na,Candidatus,Candidatus Acetothermum autotrophicum,Complete,37,35.26170798898072
1026,WP_013909841.1_#1,ANAPC4_WD40,7-bladed,3,63.16,0.42857142857142855,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacterium,Thermodesulfobacterium geofontis OPF15,Complete,2,81.11888111888112
1027,OGV56472.1_#1,ANAPC4_WD40,7-bladed,7,65.79,1.0,Bacteria,Lentisphaerae,na,na,Lentisphaerae,Lentisphaerae bacterium GWF2_50_93,Complete,446,24.71264367816092
1028,OGV56472.1_#2,ANAPC4_WD40,7-bladed,7,68.42,1.0,Bacteria,Lentisphaerae,na,na,Lentisphaerae,Lentisphaerae bacterium GWF2_50_93,Complete,72,23.80952380952381
1029,KAA8492084.1_#1,ANAPC4_WD40,7-bladed,7,64.29,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,3,39.398084815321475
1030,KAA8492078.1_#1,ANAPC4_WD40,7-bladed,7,65.85,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,5,40.6827880512091
1031,KAA8491674.1_#1,ANAPC4_WD40,7-bladed,7,65.71,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,723,12.739420935412026
1032,KAA8491674.1_#2,ANAPC4_WD40,7-bladed,5,61.9,0.7142857142857143,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,408,8.864142538975502
1033,KAA8491576.1_#1,ANAPC4_WD40,7-bladed,7,61.76,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,6,35.4320987654321
1034,KAA8492083.1_#1,ANAPC4_WD40,7-bladed,7,69.05,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,3,41.4985590778098
1035,KAA8492080.1_#1,ANAPC4_WD40,7-bladed,7,69.05,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,6,36.37515842839037
1036,KAA8491677.1_#1,ANAPC4_WD40,7-bladed,7,66.67,1.0,Eukaryota,Rhodophyta,Bangiophyceae,Porphyridiales,Porphyridium,Porphyridium purpureum,Complete,17,41.895604395604394
1037,XP_005710494.1_#1,ANAPC4_WD40,7-bladed,4,70.73,0.5714285714285714,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Chondrus,Chondrus crispus,Complete,7,21.546261089987325
1038,XP_001439927.1_#1,ANAPC4_WD40,7-bladed,6,84.62,0.8571428571428571,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,30,69.05444126074498
1039,XP_001425154.1_#1,ANAPC4_WD40,7-bladed,4,67.57,0.5714285714285714,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,191,27.565982404692082
1040,XP_001425154.1_#2,ANAPC4_WD40,7-bladed,6,75.61,0.8571428571428571,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,2,37.82991202346041
1041,XP_001459183.1_#1,ANAPC4_WD40,7-bladed,6,61.9,0.8571428571428571,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,28,39.73013493253373
1042,XP_001447003.1_#1,ANAPC4_WD40,7-bladed,3,90.91,0.42857142857142855,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,41,49.17355371900826
1043,XP_001424638.1_#1,ANAPC4_WD40,7-bladed,6,84.52,0.8571428571428571,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,15,72.6470588235294
1044,XP_001436961.1_#1,ANAPC4_WD40,7-bladed,4,69.12,0.5714285714285714,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Incomplete,134,36.425339366515836
1045,XP_001438254.1_#1,ANAPC4_WD40,7-bladed,7,76.19,1.0,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,12,11.90574617610583
1046,XP_001440929.1_#1,ANAPC4_WD40,7-bladed,5,66.67,0.7142857142857143,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,87,7.707279096924873
1047,XP_001423527.1_#1,ANAPC4_WD40,7-bladed,7,60.8,1.0,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,37,60.91476091476091
1048,XP_001447621.1_#1,ANAPC4_WD40,7-bladed,8,61.9,1.1428571428571428,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Incomplete,90,43.41772151898734
1049,XP_001450015.1_#1,ANAPC4_WD40,7-bladed,4,77.86,0.5714285714285714,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,78,23.657474600870827
1050,XP_001433594.1_#1,ANAPC4_WD40,7-bladed,8,64.85,1.1428571428571428,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,78,52.81456953642384
1051,XP_001425501.1_#1,ANAPC4_WD40,7-bladed,7,63.64,1.0,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,91,36.246786632390744
1052,XP_001440258.1_#1,ANAPC4_WD40,7-bladed,6,65.77,0.8571428571428571,Eukaryota,Ciliophora,Oligohymenophorea,Peniculida,Paramecium,Paramecium tetraurelia,Complete,91,46.299810246679314
1053,OMJ65217.1_#1,ANAPC4_WD40,7-bladed,4,84.38,0.5714285714285714,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,10,69.0909090909091
1054,OMJ64999.1_#1,ANAPC4_WD40,7-bladed,5,66.03,0.7142857142857143,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,4,78.72340425531915
1055,OMJ65291.1_#1,ANAPC4_WD40,7-bladed,5,88.9,0.7142857142857143,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,3,73.55932203389831
1056,OMJ65263.1_#1,ANAPC4_WD40,7-bladed,8,65.62,1.1428571428571428,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,156,43.29896907216495
1057,OMJ65263.1_#2,ANAPC4_WD40,7-bladed,4,78.57,0.5714285714285714,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,76,22.036082474226806
1058,OMJ65290.1_#1,ANAPC4_WD40,7-bladed,7,90.48,1.0,Eukaryota,Ciliophora,Heterotrichea,Heterotrichida,Stentor,Stentor coeruleus,Complete,3,65.15463917525773
1059,XP_004992761.1_#1,ANAPC4_WD40,7-bladed,7,83.33,1.0,Eukaryota,na,Choanoflagellata,Craspedida,Salpingoeca,Salpingoeca rosetta,Complete,286,26.301369863013697
1060,XP_004992732.1_#1,ANAPC4_WD40,7-bladed,3,78.79,0.42857142857142855,Eukaryota,na,Choanoflagellata,Craspedida,Salpingoeca,Salpingoeca rosetta,Incomplete,468,6.794425087108014
1061,XP_005827374.1_#1,ANAPC4_WD40,7-bladed,4,72.3,0.5714285714285714,Eukaryota,na,Cryptophyceae,Pyrenomonadales,Guillardia,Guillardia theta CCMP2712,Complete,3,95.23809523809524
1062,XP_005822094.1_#1,ANAPC4_WD40,7-bladed,6,65.85,0.8571428571428571,Eukaryota,na,Cryptophyceae,Pyrenomonadales,Guillardia,Guillardia theta CCMP2712,Complete,2,94.01408450704226
1063,KOO25172.1_#1,ANAPC4_WD40,7-bladed,7,78.95,1.0,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulina,Chrysochromulina tobinii,Complete,8,84.0909090909091
1064,KOO28163.1_#1,ANAPC4_WD40,7-bladed,4,84.72,0.5714285714285714,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulina,Chrysochromulina tobinii,Complete,9,74.44933920704845
1065,KOO53496.1_#1,ANAPC4_WD40,7-bladed,7,82.86,1.0,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulina,Chrysochromulina tobinii,Complete,48,72.34567901234568
